periodo,estu_genero,cole_area_ubicacion,cole_bilingue,cole_naturaleza,cole_jornada,cole_caracter,cole_depto_ubicacion,fami_estratovivienda,fami_educacionmadre,fami_educacionpadre,fami_personashogar,fami_tieneautomovil,fami_tienecomputador,fami_tieneinternet,fami_tienelavadora,punt_global,punt_matematicas,punt_lectura_critica,punt_c_naturales,punt_sociales_ciudadanas,punt_ingles
20224,M,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,VALLE,Estrato 2,Primaria incompleta,Primaria completa,9 o más,No,No,No,No,225,43,46,43,50,39.0
20224,M,URBANO,N,OFICIAL,TARDE,ACADÉMICO,CESAR,Estrato 3,Secundaria (Bachillerato) incompleta,No sabe,3 a 4,Si,No,Si,No,270,57,58,48,53,54.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,QUINDIO,Estrato 2,Secundaria (Bachillerato) completa,Primaria incompleta,3 a 4,No,No,Si,Si,212,35,50,45,38,47.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 3,Educación profesional completa,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,Si,Si,241,40,62,36,43,83.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 2,Primaria incompleta,Primaria incompleta,3 a 4,No,No,No,Si,206,48,40,42,38,32.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,HUILA,Estrato 1,Secundaria (Bachillerato) completa,Primaria completa,1 a 2,No,No,Si,Si,333,65,71,67,62,72.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CUNDINAMARCA,Estrato 2,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,Si,268,54,58,54,54,37.0
20224,M,RURAL,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,CESAR,Estrato 1,Secundaria (Bachillerato) completa,Ninguno,1 a 2,No,No,No,No,158,33,28,30,33,39.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO,ANTIOQUIA,Estrato 2,Secundaria (Bachillerato) completa,No sabe,3 a 4,No,Si,Si,Si,241,54,48,49,42,48.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,QUINDIO,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria completa,1 a 2,No,Si,Si,Si,319,62,64,61,69,61.0
20224,F,URBANO,N,OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 3,Primaria incompleta,Secundaria (Bachillerato) incompleta,3 a 4,Si,Si,Si,Si,212,44,47,43,34,47.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO,ARAUCA,Estrato 1,Primaria completa,Primaria incompleta,3 a 4,No,No,No,Si,217,50,44,46,35,39.0
20224,F,URBANO,N,OFICIAL,SABATINA,TÉCNICO/ACADÉMICO,CAQUETA,Estrato 1,Primaria incompleta,Primaria incompleta,7 a 8,No,No,No,No,192,40,40,40,34,37.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,ANTIOQUIA,Estrato 2,Primaria completa,Primaria completa,3 a 4,No,Si,No,No,220,37,53,34,51,47.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CAQUETA,Estrato 2,Primaria completa,Primaria incompleta,3 a 4,Si,Si,Si,Si,281,60,58,54,55,49.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,CORDOBA,Estrato 3,Educación profesional completa,Educación profesional completa,3 a 4,Si,Si,No,Si,334,74,66,71,56,67.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,VALLE,Estrato 3,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,3 a 4,No,Si,Si,Si,374,82,74,72,70,79.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,HUILA,Estrato 2,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,280,64,61,53,47,53.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,CORDOBA,Estrato 2,Técnica o tecnológica completa,Educación profesional completa,3 a 4,No,Si,Si,Si,327,66,69,61,65,67.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,BOYACA,Estrato 3,Técnica o tecnológica completa,Técnica o tecnológica completa,1 a 2,No,Si,Si,Si,274,57,57,57,48,56.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 3,Postgrado,Educación profesional completa,5 a 6,Si,Si,Si,Si,293,62,64,53,50,75.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,VALLE,Estrato 2,Educación profesional completa,Educación profesional completa,3 a 4,Si,Si,Si,Si,257,48,57,45,56,49.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO,CAUCA,Estrato 3,Técnica o tecnológica completa,Técnica o tecnológica completa,3 a 4,No,Si,Si,Si,186,29,31,43,44,43.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CAUCA,Estrato 1,Secundaria (Bachillerato) completa,Educación profesional completa,5 a 6,No,Si,Si,Si,279,59,61,55,48,57.0
20224,M,URBANO,N,OFICIAL,SABATINA,TÉCNICO/ACADÉMICO,CASANARE,Estrato 2,Secundaria (Bachillerato) completa,Primaria incompleta,5 a 6,Si,No,Si,Si,188,38,40,42,31,36.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 2,Primaria incompleta,Primaria incompleta,3 a 4,No,No,No,Si,222,39,52,48,39,43.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 3,Educación profesional completa,Educación profesional incompleta,3 a 4,Si,Si,Si,Si,278,63,55,52,48,70.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,BOGOTÁ,Estrato 2,Primaria completa,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,Si,Si,341,65,67,70,68,76.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,BOGOTÁ,Estrato 2,Secundaria (Bachillerato) completa,No sabe,3 a 4,Si,No,Si,No,279,67,62,52,48,39.0
20224,F,URBANO,N,OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 3,Primaria incompleta,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,Si,Si,250,43,51,50,51,65.0
20224,M,URBANO,N,NO OFICIAL,SABATINA,ACADÉMICO,META,Estrato 4,Primaria completa,Primaria incompleta,3 a 4,Si,Si,Si,Si,223,43,49,48,43,32.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 4,Postgrado,Educación profesional completa,5 a 6,Si,Si,Si,Si,369,79,76,70,72,69.0
20224,M,RURAL,N,OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 1,Secundaria (Bachillerato) completa,Primaria completa,5 a 6,No,No,No,Si,297,65,59,61,53,58.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 1,Primaria completa,Primaria incompleta,5 a 6,No,Si,No,Si,184,35,38,42,31,41.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,SANTANDER,Estrato 1,Primaria incompleta,Primaria incompleta,5 a 6,No,No,No,Si,242,54,48,45,47,46.0
20224,M,URBANO,N,OFICIAL,TARDE,ACADÉMICO,CORDOBA,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria completa,3 a 4,No,No,No,Si,258,52,54,51,50,49.0
20224,F,RURAL,N,OFICIAL,MAÑANA,TÉCNICO,VALLE,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria incompleta,7 a 8,No,No,No,Si,191,33,41,38,42,34.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,SANTANDER,Estrato 1,Primaria completa,Primaria incompleta,3 a 4,No,No,No,No,291,60,61,57,60,43.0
20224,M,URBANO,N,NO OFICIAL,NOCHE,TÉCNICO,VALLE,Estrato 1,Primaria incompleta,Primaria incompleta,1 a 2,Si,No,Si,Si,195,45,45,35,29,45.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,RISARALDA,Estrato 2,Primaria incompleta,Secundaria (Bachillerato) incompleta,3 a 4,No,No,Si,No,306,60,63,60,63,57.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CAQUETA,Estrato 3,Secundaria (Bachillerato) completa,No sabe,5 a 6,No,No,No,No,174,35,36,38,32,30.0
20224,F,URBANO,N,NO OFICIAL,SABATINA,ACADÉMICO,VALLE,Estrato 1,Primaria incompleta,Ninguno,3 a 4,No,No,No,No,180,32,40,37,33,43.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,CAUCA,Estrato 1,Primaria completa,Secundaria (Bachillerato) incompleta,3 a 4,Si,Si,Si,Si,300,64,61,61,55,56.0
20224,F,RURAL,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,BOYACA,Estrato 1,Educación profesional incompleta,Primaria incompleta,5 a 6,No,No,No,No,225,44,48,41,46,47.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOGOTÁ,Estrato 3,Educación profesional completa,Secundaria (Bachillerato) incompleta,5 a 6,No,Si,Si,Si,358,69,76,69,71,75.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,RISARALDA,Estrato 4,Postgrado,Postgrado,3 a 4,Si,Si,Si,Si,340,60,69,64,68,100.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,CHOCO,Estrato 4,Primaria completa,Primaria completa,3 a 4,No,No,No,No,176,33,41,35,33,32.0
20224,F,RURAL,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,BOLIVAR,Estrato 2,Primaria incompleta,Primaria incompleta,5 a 6,No,No,No,No,172,29,41,35,33,32.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,HUILA,Estrato 2,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,227,25,53,46,55,53.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,SANTANDER,Estrato 1,Técnica o tecnológica completa,Educación profesional completa,3 a 4,No,No,Si,No,334,62,67,64,74,68.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOGOTÁ,Estrato 2,Primaria incompleta,No sabe,3 a 4,No,No,No,No,205,39,48,36,40,44.0
20224,F,RURAL,N,OFICIAL,UNICA,TÉCNICO,MAGDALENA,Estrato 1,Ninguno,Ninguno,5 a 6,No,No,No,No,283,57,50,56,65,53.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,LA GUAJIRA,Estrato 3,Técnica o tecnológica incompleta,Técnica o tecnológica incompleta,5 a 6,Si,No,No,No,293,54,61,64,52,70.0
20224,M,URBANO,N,OFICIAL,COMPLETA,ACADÉMICO,HUILA,Estrato 1,Secundaria (Bachillerato) completa,Primaria completa,5 a 6,No,Si,Si,Si,350,72,64,72,71,72.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 3,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,5 a 6,No,Si,Si,Si,243,49,51,50,42,56.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 3,Técnica o tecnológica completa,Primaria completa,3 a 4,No,Si,Si,Si,322,61,68,65,61,72.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,BOGOTÁ,Estrato 3,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,3 a 4,Si,Si,Si,Si,294,59,61,59,55,62.0
20224,M,URBANO,N,OFICIAL,NOCHE,TÉCNICO/ACADÉMICO,VAUPES,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria completa,7 a 8,No,No,No,No,209,50,45,44,28,42.0
20224,F,URBANO,N,OFICIAL,TARDE,TÉCNICO/ACADÉMICO,CASANARE,Estrato 2,Postgrado,No sabe,1 a 2,Si,Si,Si,Si,325,69,68,63,59,67.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,CORDOBA,Estrato 2,Educación profesional completa,Educación profesional completa,3 a 4,No,Si,Si,No,211,41,53,38,34,50.0
20224,F,URBANO,N,OFICIAL,TARDE,TÉCNICO,VALLE,Estrato 2,Secundaria (Bachillerato) completa,Primaria incompleta,9 o más,No,Si,Si,Si,325,67,66,63,64,64.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,SANTANDER,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,Si,Si,278,62,63,51,49,48.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO,SUCRE,Estrato 1,Postgrado,Secundaria (Bachillerato) completa,5 a 6,No,No,Si,Si,298,63,68,56,57,44.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CAUCA,Estrato 1,Ninguno,Ninguno,5 a 6,No,Si,Si,No,267,56,53,49,55,54.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 4,Postgrado,Técnica o tecnológica completa,3 a 4,Si,Si,Si,Si,265,56,56,44,56,53.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,SANTANDER,Estrato 2,Primaria completa,Primaria incompleta,1 a 2,No,No,No,Si,264,57,53,50,52,51.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,SUCRE,Estrato 1,Primaria incompleta,Primaria incompleta,3 a 4,No,No,Si,Si,202,38,42,42,39,41.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 3,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,Si,Si,Si,Si,285,54,63,54,58,53.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CAUCA,Estrato 1,Educación profesional completa,Secundaria (Bachillerato) completa,3 a 4,Si,Si,Si,Si,284,56,59,58,52,63.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,ANTIOQUIA,Estrato 2,Técnica o tecnológica incompleta,Postgrado,3 a 4,Si,Si,Si,Si,353,75,64,67,72,83.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 2,Secundaria (Bachillerato) completa,Educación profesional completa,1 a 2,No,Si,Si,Si,312,60,68,56,66,60.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO,RISARALDA,Estrato 2,Primaria completa,Primaria incompleta,5 a 6,Si,Si,Si,Si,341,65,68,70,69,71.0
20224,M,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,VALLE,Estrato 3,Secundaria (Bachillerato) incompleta,Primaria incompleta,5 a 6,No,No,No,No,240,48,53,49,43,44.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,BOGOTÁ,Estrato 2,Primaria completa,Secundaria (Bachillerato) completa,3 a 4,Si,No,Si,Si,246,53,55,38,49,54.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,RISARALDA,Estrato 3,Secundaria (Bachillerato) completa,Ninguno,3 a 4,No,Si,Si,Si,241,48,53,45,47,48.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CESAR,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria incompleta,1 a 2,No,No,No,Si,291,55,63,59,58,52.0
20224,M,RURAL,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,PUTUMAYO,Estrato 1,Primaria completa,Primaria incompleta,3 a 4,Si,No,No,No,184,34,38,43,33,35.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,TOLIMA,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,1 a 2,No,Si,No,Si,290,44,67,52,66,68.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,VALLE,Estrato 2,Primaria completa,Primaria incompleta,3 a 4,No,Si,Si,Si,301,68,52,66,53,65.0
20224,M,URBANO,N,OFICIAL,TARDE,TÉCNICO,ANTIOQUIA,Estrato 3,Educación profesional completa,Educación profesional incompleta,5 a 6,Si,Si,Si,Si,362,75,72,75,64,82.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOGOTÁ,Estrato 2,Secundaria (Bachillerato) completa,Educación profesional completa,3 a 4,No,Si,Si,Si,262,54,58,46,52,51.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,TOLIMA,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,3 a 4,No,No,No,No,283,65,55,61,41,71.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CAUCA,Estrato 5,Técnica o tecnológica completa,Primaria completa,5 a 6,No,No,Si,No,191,36,45,43,28,40.0
20224,F,RURAL,N,OFICIAL,SABATINA,ACADÉMICO,BOLIVAR,Estrato 1,Primaria incompleta,Primaria incompleta,5 a 6,No,No,No,Si,218,45,47,37,47,38.0
20224,M,URBANO,N,OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 3,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,Si,No,Si,Si,305,71,56,61,59,51.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 3,Primaria completa,Primaria incompleta,3 a 4,No,No,Si,Si,252,48,52,51,50,52.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,ARAUCA,Estrato 1,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,5 a 6,No,No,No,Si,265,55,57,47,52,56.0
20224,F,RURAL,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,QUINDIO,Estrato 2,Técnica o tecnológica completa,No sabe,3 a 4,No,No,Si,Si,277,60,62,44,53,64.0
20224,F,RURAL,N,OFICIAL,UNICA,ACADÉMICO,CORDOBA,Estrato 1,Técnica o tecnológica incompleta,Primaria incompleta,3 a 4,No,No,No,Si,341,69,70,63,69,73.0
20224,F,URBANO,N,OFICIAL,TARDE,TÉCNICO/ACADÉMICO,VALLE,Estrato 2,Educación profesional completa,Técnica o tecnológica completa,5 a 6,No,Si,Si,Si,263,47,56,51,56,54.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 3,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,301,56,65,55,62,68.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,CESAR,Estrato 4,Educación profesional completa,Postgrado,5 a 6,Si,Si,Si,Si,263,41,66,49,56,49.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CAUCA,Estrato 2,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,5 a 6,No,No,No,No,253,51,45,59,47,52.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,BOGOTÁ,Estrato 2,Educación profesional completa,Educación profesional incompleta,5 a 6,Si,Si,Si,Si,268,48,57,54,53,60.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,CESAR,Estrato 2,Educación profesional completa,Educación profesional completa,3 a 4,No,No,Si,Si,382,75,76,80,75,75.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 2,Primaria completa,No Aplica,3 a 4,No,No,Si,Si,298,59,62,53,66,54.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,CUNDINAMARCA,Estrato 2,Educación profesional completa,Educación profesional completa,5 a 6,Si,Si,Si,Si,359,75,76,69,68,70.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 2,Primaria incompleta,Primaria completa,3 a 4,No,No,No,Si,278,48,67,51,59,47.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,VALLE,Estrato 2,Primaria completa,Primaria completa,5 a 6,No,Si,Si,Si,257,46,56,50,52,56.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,VALLE,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,1 a 2,No,No,Si,Si,260,53,59,52,47,44.0
20224,M,URBANO,N,OFICIAL,TARDE,ACADÉMICO,BOGOTÁ,Estrato 2,Secundaria (Bachillerato) incompleta,Ninguno,5 a 6,No,Si,Si,Si,202,46,40,44,34,33.0
20224,F,RURAL,N,OFICIAL,NOCHE,ACADÉMICO,ANTIOQUIA,Estrato 1,Primaria incompleta,Primaria incompleta,3 a 4,No,No,No,No,191,35,44,38,34,43.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,CESAR,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,1 a 2,No,Si,Si,Si,230,53,53,48,31,43.0
20224,M,RURAL,N,OFICIAL,TARDE,ACADÉMICO,CORDOBA,Estrato 3,Técnica o tecnológica completa,Técnica o tecnológica completa,3 a 4,No,No,Si,Si,205,49,42,40,36,31.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CORDOBA,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,5 a 6,No,Si,Si,Si,200,38,58,29,29,59.0
20224,F,URBANO,N,OFICIAL,SABATINA,ACADÉMICO,ANTIOQUIA,Estrato 1,Primaria incompleta,Primaria incompleta,3 a 4,No,No,Si,Si,198,34,50,37,39,34.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,BOYACA,Estrato 1,Primaria incompleta,Primaria incompleta,3 a 4,No,No,No,No,222,39,53,42,45,40.0
20224,F,URBANO,N,NO OFICIAL,NOCHE,ACADÉMICO,CHOCO,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,No,No,200,35,52,38,34,42.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CORDOBA,Estrato 1,Técnica o tecnológica completa,Educación profesional incompleta,3 a 4,No,No,Si,Si,266,48,65,52,48,52.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,BOGOTÁ,Estrato 3,Secundaria (Bachillerato) completa,Primaria completa,3 a 4,No,Si,Si,Si,311,59,64,59,67,62.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,CORDOBA,Estrato 4,Educación profesional completa,Postgrado,3 a 4,Si,Si,Si,Si,279,55,61,48,54,71.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,BOGOTÁ,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria completa,5 a 6,No,Si,No,Si,235,63,43,45,40,38.0
20224,M,URBANO,N,OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,HUILA,Estrato 3,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,3 a 4,No,No,No,No,211,38,47,46,36,48.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,TOLIMA,Estrato 1,Ninguno,Ninguno,5 a 6,No,Si,Si,Si,150,26,35,34,24,34.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,QUINDIO,Estrato 2,Secundaria (Bachillerato) incompleta,Primaria completa,5 a 6,No,Si,Si,Si,316,70,64,65,54,63.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOGOTÁ,Estrato 2,Secundaria (Bachillerato) completa,No sabe,7 a 8,No,Si,Si,Si,282,59,61,53,55,49.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,TOLIMA,Estrato 1,Técnica o tecnológica completa,No sabe,1 a 2,No,No,Si,Si,250,58,53,44,44,54.0
20224,F,URBANO,N,NO OFICIAL,UNICA,ACADÉMICO,ATLANTICO,Sin Estrato,Ninguno,Técnica o tecnológica completa,5 a 6,Si,No,No,No,169,32,37,34,34,29.0
20224,F,URBANO,N,NO OFICIAL,SABATINA,ACADÉMICO,ANTIOQUIA,Estrato 1,Primaria incompleta,Ninguno,3 a 4,No,Si,Si,Si,209,40,42,35,53,33.0
20224,M,URBANO,N,OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 3,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,3 a 4,Si,No,Si,Si,276,47,63,49,60,60.0
20224,M,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,Si,235,44,50,44,47,55.0
20224,F,RURAL,N,OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 2,Secundaria (Bachillerato) incompleta,Primaria incompleta,5 a 6,No,Si,Si,Si,248,55,54,45,47,42.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,CORDOBA,Estrato 1,Primaria incompleta,Primaria incompleta,3 a 4,No,No,No,Si,308,68,62,59,60,55.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,BOYACA,Estrato 1,Primaria incompleta,Primaria incompleta,3 a 4,No,Si,No,Si,285,58,58,57,60,42.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CESAR,Estrato 1,Educación profesional completa,No sabe,1 a 2,No,No,Si,Si,307,65,70,55,56,59.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CAQUETA,Sin Estrato,No sabe,Primaria completa,1 a 2,No,No,No,No,235,46,53,36,47,66.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,SANTANDER,Estrato 2,Educación profesional incompleta,Educación profesional incompleta,1 a 2,No,Si,Si,Si,335,61,68,66,73,67.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 2,Primaria incompleta,Primaria incompleta,5 a 6,Si,Si,Si,Si,189,32,35,40,41,48.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,SUCRE,Estrato 1,Educación profesional incompleta,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,Si,341,68,71,69,65,67.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 3,Educación profesional incompleta,Educación profesional incompleta,3 a 4,No,Si,Si,Si,315,61,65,61,62,71.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,BOGOTÁ,Estrato 2,Primaria incompleta,Primaria incompleta,3 a 4,No,Si,Si,Si,296,65,63,59,54,47.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,SANTANDER,Estrato 1,Primaria completa,Primaria incompleta,5 a 6,No,No,No,Si,275,55,61,51,53,55.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,CORDOBA,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,5 a 6,No,No,Si,Si,310,63,68,63,57,54.0
